city_name,city_latitude,city_longitude
Dillingham, 35.753720, -82.406790
Dillion Ridge, 35.931000, -76.181590
Dillsboro, 35.369270, -83.252370
Dilworth, 35.209590, -80.847570
Dimmocks Mill, 36.068750, -79.123070
Dinah Landing, 35.479890, -76.931890
Dixie, 35.672660, -77.948320
Dixie, 35.204590, -80.961180
Dixie Crossroads, 35.690990, -78.218890
Dixon, 34.586000, -77.479970
Dixon, 35.187080, -81.380360
Dixon Landing, 33.946010, -78.223050
Dixons Crossroads, 35.500440, -77.413300
Dobbersville, 35.226280, -78.244720
Dobbins Heights, 34.904880, -79.692280
Dobson, 36.395690, -80.722570
Dockery, 36.307350, -81.081470
Docs Mobile Home Park, 34.817400, -76.871900
Dodgetown, 36.432640, -80.101710
Dodsons Crossroads, 35.972360, -79.163350
Doe Creek, 34.007390, -78.301940
Dog Islands, 34.694610, -76.906610
Dogwood Acres, 35.638200, -80.464230
Dogwood Acres, 35.880700, -79.078070
Dogwood Acres, 35.025150, -80.590620
Dogwood Acres, 36.067640, -79.461410
Dogwood Acres, 35.013500, -78.881970
Dogwood Grove, 35.597610, -82.509010
Dominion Park, 35.909700, -78.744680
Donaldson Mobile Home Park, 35.333600, -77.931800
Donnaha, 36.227640, -80.432830
Doolie, 35.602080, -80.897300
Dora, 35.497910, -81.428700
Dorchester, 36.158750, -80.389220
Dort, 36.529600, -76.869680
Dortches, 36.011260, -77.857480
Dothan, 34.033500, -78.747520
Double D Mobile Home Park, 34.278800, -77.880200
Double Island, 35.955120, -82.204290
Double Shoals, 35.380960, -81.548150
Dougherty Heights, 36.208460, -81.684270
Doughton, 36.374300, -80.957020
Douglas Crossroads, 35.528770, -76.949390
Douglas Island, 35.701850, -75.501270
Dover, 35.444030, -79.722260
Dover, 35.302910, -81.573430
Dover, 35.216270, -77.436910
Dowry Island, 36.477380, -76.934680
Dozier, 36.191810, -80.406170
Draco, 35.943190, -81.385370
Drain Islands, 35.415180, -75.492100
Drake, 36.038210, -77.817480
Draughn, 36.077930, -77.560250
Dresden, 36.458180, -81.545660
Drew, 36.046820, -77.035510
Drewry, 36.459310, -78.310000
Drewry Hills, 35.823760, -78.633890
Drexel, 35.757910, -81.604260
Drexelbrook, 35.586830, -77.361080
Driftwood Mobile Home Park, 34.219300, -77.823000
Drivers Store, 35.696550, -77.818310
Druid Hills, 35.259590, -80.833130
Druid Hills, 35.332060, -82.472900
Drum Hill, 36.541820, -76.725230
Drummersville, 35.175720, -77.838870
Drums Crossroads, 35.613190, -81.108690
Drysdale Hills, 35.324280, -82.600680
Duan, 35.615130, -81.212580
Duart, 34.793500, -78.817800
Dublin, 34.656840, -78.726410
Dublin Woods, 35.816820, -78.768620
Duck, 36.169610, -75.755190
Duck Creek, 34.595720, -77.282180
Duck Island, 35.799900, -75.594060
Ducks Landing, 35.008770, -78.990580
Ducktown, 35.231500, -82.747630
Dudley, 35.267390, -78.037490
Dudley Heights, 36.054020, -79.764750
Dudley Island, 34.655720, -77.112170
Dudley Shoals, 35.863740, -81.376480
Duff Creek, 34.784610, -78.052490
Duffies, 34.867110, -79.254760
Dukes, 36.059870, -77.978040
Dula Springs, 35.711780, -82.539850
Dulah, 34.056560, -78.686960
Dump Island, 34.892940, -76.285190
Dunbar, 35.961270, -77.653310
Duncan, 35.562660, -78.871960
Duncans Creek, 35.450130, -81.716490
Dundarrach, 34.929330, -79.155030
Dunescape Condos, 34.697940, -76.765770
Dunhaven by the Lake, 35.666820, -78.619170
Dunn, 35.306270, -78.608900
Dunn Crossroads, 35.791550, -77.911650
Dunns Rock, 35.174280, -82.744020
Dupree Crossroads, 35.700990, -77.538300
Dupreeville, 35.239330, -77.594970
Durant, 36.137660, -76.297440
Durant Island, 35.959050, -75.909910
Durham, 35.994030, -78.898620
Dutchess Village, 35.791260, -78.800280
Dysartsville, 35.600400, -81.868990
E and H Mobile Home Park, 34.389700, -78.035700
Eagle Chase, 35.756540, -78.552500
Eagle Heights, 35.697080, -80.476450
Eagle Island, 34.215730, -77.967770
Eagle Mills, 36.023750, -80.800070
Eagle Ridge Mobile Home Park, 35.704600, -77.461900
Eagle Rock, 35.791260, -78.408330
Eagle Springs, 35.291540, -79.652810
Eagleton, 36.020170, -75.712960
Eagletown, 36.271540, -77.228300
Eaglewood, 36.107080, -80.427000
Eaglewood Forest, 34.969610, -78.970860
Eaglewood Mobile Home Park, 34.641900, -78.951300
Eaman Park, 35.665700, -80.488670
Earl, 35.193460, -81.533150
Earleys, 36.257380, -77.027460
Earpsboro, 35.781540, -78.293330
Eason Crossroads, 36.448770, -76.699950
Easonburg, 35.915430, -77.869980
East Arcadia, 34.382110, -78.323340
East Bend, 36.216530, -80.512560
East Biltmore, 35.558720, -82.519570
East Brook, 35.798750, -80.835070
East Fayetteville, 35.046550, -78.854750
East Flat Rock, 35.280120, -82.422060
East Fork, 35.130670, -82.770130
East Franklin, 35.190650, -83.363760
East Gastonia, 35.279580, -81.152020
East Hamlet, 34.881820, -79.685330
East Lake, 35.891270, -75.962690
East Lake Landing, 35.896550, -75.969910
East Laport, 35.301770, -83.150420
East Laurinburg, 34.771270, -79.443660
East Lumberton, 34.610440, -78.992250
East Marion, 35.684290, -81.991770
East Monbo, 35.671520, -80.958410
East Parkland, 35.744870, -78.631110
East River Island, 33.861560, -78.537230
East Rockingham, 34.918210, -79.762560
East Side Park, 34.504330, -79.093090
East Side Park, 34.956820, -79.750060
East Spencer, 35.681810, -80.432280
East Tabor, 34.160450, -78.847250
East View Association, 35.566410, -82.530160
East White Oak, 36.101250, -79.762250
East Winston, 36.100420, -80.228940
Eastbronk, 35.641250, -80.409500
Eastbrook, 34.276000, -78.048600
Eastern Heights, 35.801530, -80.231160
Eastfield, 35.189310, -80.777570
Eastfield Estates, 35.794030, -80.850910
Eastgate, 35.837930, -78.618890
Easthaven, 35.192640, -80.732290
Easthaven, 35.595440, -77.354410
Easton View, 36.056250, -80.209770
Eastover, 35.199030, -80.806740
Eastover, 35.100000, -78.800000
Eastover, 35.274610, -77.575800
Eastover Acres, 35.810690, -80.869800
Eastover Estates, 34.748770, -79.463660
Eastowne, 35.949590, -79.010290
Eastside, 35.789030, -80.860070
Eastway Heights, 35.277070, -81.523150
Eastwood, 35.693770, -77.871370
Eastwood, 35.299330, -77.779700
Eastwood, 35.245710, -79.447810
Eastwood, 36.083470, -79.077790
Eastwood, 35.590440, -77.341630
Eastwood, 35.771540, -78.600560
Eastwood Mobile Home Park, 35.650700, -77.411800
Eastwood Park, 35.364310, -80.166450
Eastwood Park, 35.910420, -78.990010
Eastwood Village, 35.653190, -80.447840
Eastwoods, 35.209590, -80.688120
Easy Hill, 34.222390, -78.008050
Ebbs Mill, 35.821210, -82.907090
Ebenezer, 35.151470, -84.061300
Ebenezers, 35.903470, -80.219490
Eccles Park, 35.093500, -78.901690
Echo, 34.499610, -79.277540
Echo Acres, 35.302620, -82.497620
Echo Bluff Trailer Park, 36.026250, -80.313660
Echo Farms, 34.162950, -77.920540
Echo Heights, 35.701260, -78.647780
Echo Hills, 35.587890, -82.613180
Echo Lakes, 35.299560, -82.495950
Echo Park, 36.130960, -81.668440
Ecusta, 35.272340, -82.706240
Eden, 36.488470, -79.766700
Eden Forest, 35.865430, -78.631670
Eden Gardens, 35.081530, -80.901740
Eden Woods, 35.525720, -78.314720
Edencroft, 35.825430, -78.693620
Edenhouse, 36.043220, -76.709390
Edenroc, 35.072660, -78.913920
Edenton, 36.057940, -76.607720
Edgar, 35.856250, -79.905310
Edgecombe, 34.462950, -77.594970
Edgecombe Hills, 35.887380, -77.559420
Edgefield Forest, 35.286000, -77.606910
Edgehill Farms, 35.783480, -78.806950
Edgeland Park, 34.736270, -79.496440
Edgemont, 36.002350, -81.774830
Edgeville, 36.093190, -79.761970
Edgewater Estates, 34.214060, -77.819150
Edgewater Estates, 35.466540, -79.065020
Edgewood, 35.084880, -77.099120
Edgewood, 36.128470, -81.106750
Edgewood, 36.281820, -76.211600
Edgewood, 35.800150, -78.654730
Edgewood, 35.748490, -77.956370
Edgewood Park, 34.824050, -77.456910
Edgewood Terrace, 35.231820, -79.569480
Edinburgh, 34.905720, -79.310040
Edmonds, 36.560690, -80.943410
Edmondson, 35.555160, -78.599450
Edmundson Crossroads, 35.502660, -77.898590
Edneyville, 35.394010, -82.340950
Edward, 35.324330, -76.875220
Edwards Acres, 35.576830, -77.300520
Edwards Crossroads, 36.015430, -78.094160
Edwards Crossroads, 36.530130, -81.058690
Edwards Crossroads, 36.409040, -77.308020
Edwards Fork, 36.119040, -77.388860
Edwards Mobile Home Park, 35.341700, -78.038900
Efland, 36.081250, -79.169180
Egypt, 35.316000, -76.949670
El Camino Estates, 35.773760, -78.508890
Ela, 35.449540, -83.390710
Elams, 36.541260, -77.942770
Elbaville, 35.921530, -80.405330
Elberon, 36.313200, -78.219160
Elberta, 35.284870, -79.632530
Eldorado, 35.467080, -80.029220
Eleanors Crossroads, 36.436820, -76.758010
Elease, 34.865170, -78.796410
Eleazer, 35.514860, -79.968660
Elf, 35.021480, -83.747950
Eli Whitney, 35.906810, -79.307240
Eliah, 34.242950, -78.056660
Elizabeth, 35.213750, -80.805350
Elizabeth City, 36.294600, -76.251050
Elizabeth City, 35.292910, -81.491200
Elizabeth City Beach, 36.254600, -76.097980
Elizabeth Heights, 35.776270, -77.917210
Elizabethtown, 34.629340, -78.605290
Elk Mountain, 35.637890, -82.593460
Elk Park, 36.157350, -81.978170
Elk Shoal, 35.942330, -82.390690
Elk Valley, 36.172070, -81.911230
Elkin, 36.244300, -80.848400
Elkin Valley, 36.273190, -80.853130
Elkins Hills, 35.929870, -79.063070
Elks Mobile Home Park, 35.522600, -77.120700
Elkton, 34.466840, -78.605290
Elkville, 36.069850, -81.401760
Ellenboro, 35.329010, -81.758710
Ellendale, 35.925690, -81.279530
Ellerbe, 35.071260, -79.761440
Ellerbe Grove, 34.864880, -79.778110
Ellijay, 35.191760, -83.270430
Ellington Heights, 35.348730, -81.938720
Elliot Acres, 35.172640, -80.903130
Elliott, 34.984060, -78.213610
Ellis Crossroads, 35.724580, -80.465610
Ellis Store, 35.969330, -76.879390
Ellisboro, 36.332640, -79.977820
Elm City, 35.806550, -77.863320
Elm Grove, 35.145440, -77.536360
Elm Grove, 36.135990, -76.907730
Elmira Crossroads, 35.429330, -77.201900
Elmore, 34.794600, -79.508660
Elmore Crossroads, 34.792940, -79.511720
Elmores Crossroads, 35.222920, -81.100910
Elmwood, 35.751250, -80.760900
Elmwood, 35.972940, -76.714390
Elon, 36.102910, -79.506690
Elrod, 34.614050, -79.241980
Elroy, 35.342660, -77.908590
Embassy East, 35.245980, -80.713960
Embro, 36.376540, -78.054990
Emerald Gardens, 35.017660, -79.002250
Emerald Hills Estates, 35.237620, -82.649290
Emerald Isle, 34.677940, -76.950780
Emerald Shores, 35.250420, -80.080610
Emerald Village, 35.719040, -78.547780
Emerson, 34.181000, -78.866140
Emerson, 34.457950, -78.566400
Emery, 35.247370, -79.722540
Emit, 35.739880, -78.256660
Emma, 35.596780, -82.591790
Emorywood Estates, 36.141250, -80.079760
Enderly Park, 35.244860, -80.883680
Endy, 35.304870, -80.275620
Enfield, 36.180990, -77.666640
Engelhard, 35.509620, -75.996020
Englewood, 35.090160, -78.935860
Englewood, 35.591830, -77.354690
Englewood Forest, 36.041250, -79.749200
English, 35.950390, -82.526800
English Hills, 35.279560, -82.479840
Enka, 35.549830, -82.650130
Enka Village, 35.540940, -82.644570
Ennice, 36.553460, -80.995910
Eno, 36.041250, -79.014180
Enochville, 35.529860, -80.668120
Enola, 35.665130, -81.653980
Enon, 36.139860, -80.468950
Enterprise, 36.465700, -77.948320
Enterprise, 35.944860, -80.276440
Ephesus, 35.842080, -80.545890
Ephraim Place, 36.087890, -82.403470
Epsom, 36.245430, -78.328610
Erastus, 35.190650, -83.187650
Erlanger, 35.839030, -80.253380
Ernul, 35.252660, -77.079670
Ervintown, 34.908220, -77.561910
Erwin, 35.326830, -78.676130
Erwin Heights, 35.900970, -80.073650
Eskota, 35.795670, -82.309290
Essex, 35.336230, -82.492620
Essex, 36.246820, -77.956650
Estates Hills, 35.932370, -79.047790
Estatoe, 35.903450, -82.119560
Estelle, 36.502080, -79.241130
Ether, 35.439860, -79.783930
Etowah, 35.317620, -82.594290
Eubanks, 35.969860, -79.075570
Eufola, 35.722360, -80.985910
Eure, 36.427380, -76.853290
Eureka, 35.542660, -77.876370
Eureka Mills, 35.919860, -80.370610
Eureka Springs, 35.149610, -78.909190
Eutaw, 35.077390, -78.926420
Evans Mobile Home Park, 35.533700, -77.346100
Evans Park, 35.589880, -77.385240
Evans Trailer Park, 35.555160, -77.369690
Evansdale, 35.655160, -77.869700
Everetts, 35.834880, -77.173570
Everetts Crossroads, 35.522940, -76.842160
Everetts Mill, 34.814320, -79.892010
Evergreen, 34.408220, -78.901690
Evergreen Estates, 35.026270, -78.947530
Evergreen Island, 35.057390, -76.076570
Evergreen Park, 35.265420, -80.759240
Everton, 35.037940, -78.045820
Ex-Way, 35.172090, -79.871720
Exum, 34.110170, -78.464170
Ezzelltown, 34.665450, -78.202220
Faggarts Crossroads, 35.361530, -80.542840
Fair Bluff, 34.313500, -79.037250
Fair Grove, 35.852080, -80.077540
Fairbrook, 35.702910, -81.295920
Fairchild Heights Subdivision, 36.103470, -79.400850
Faircrest Mobile Home Park, 34.203300, -77.854400
Fairfax, 35.453140, -83.839900
Fairfax Heights, 34.291840, -78.733070
Fairfax Hills, 35.860710, -78.627780
Fairfax Woods, 35.269310, -80.775070
Fairfield, 35.519330, -78.316390
Fairfield, 36.100140, -79.818640
Fairfield, 35.541280, -76.224360
Fairfield, 35.060430, -80.387290
Fairfield Harbour, 35.076550, -76.963560
Fairfield Mountains, 35.465680, -82.191500
Fairfield Park, 36.412640, -78.993620
Fairfield Plantation, 35.137650, -80.630900
Fairgrove, 35.707350, -81.265360
Fairlane, 35.582940, -77.392190
Fairlawn, 34.247950, -77.892210
Fairmeadows, 35.148480, -80.844240
Fairmont, 35.789600, -78.666390
Fairmont, 34.496830, -79.114200
Fairntosh, 36.106250, -78.850560
Fairplains, 36.198470, -81.152860
Fairport, 36.227370, -78.521940
Fairview, 35.653470, -80.468670
Fairview, 35.514010, -82.395950
Fairview, 35.281200, -83.632670
Fairview, 36.087080, -79.113350
Fairview, 36.527360, -79.789760
Fairview, 36.328470, -80.720340
Fairview, 35.138480, -80.537570
Fairview, 35.909880, -77.545250
Fairview Acres, 35.778760, -78.729170
Fairview Hills, 35.774040, -78.725560
Fairview Park, 35.074330, -78.871690
Fairview Park, 35.883190, -81.118690
Fairway Acres, 35.833190, -81.535090
Fairway Acres, 35.739600, -78.667230
Fairway Forest, 34.974330, -78.968080
Fairway Heights, 35.301240, -81.504810
Fairway Hills, 35.517600, -82.981530
Faison, 35.116280, -78.136100
Faisons, 36.444600, -77.324690
Faith, 35.587080, -80.462840
Falcon, 35.189890, -78.648350
Falcon Bridge, 35.088200, -80.858130
Falcon Crest, 36.087910, -81.633710
Falcon Point, 34.255730, -77.793870
Falconbridge, 35.903200, -78.987790
Falkland, 35.699330, -77.513030
Fall Swamp Islands, 34.072670, -78.331390
Fallcliff, 35.258990, -83.180420
Fallcrest, 35.217910, -81.246190
Falling Creek, 35.262110, -77.690530
Falls, 35.939870, -78.579450
Falls Church, 35.861820, -78.615840
Falls Creek, 35.222340, -82.695960
Falls of New Hope, 36.008750, -79.062510
Fallston, 35.429020, -81.501480
Faraby Island, 36.539880, -76.017980
Faries Trailer Park, 34.756000, -77.489410
Farmer, 35.653470, -79.976990
Farmers Union, 34.415170, -78.609180
Farmington, 35.939880, -77.841370
Farmington, 36.015690, -80.532280
Farmington Heights, 35.737380, -77.939710
Farmington Woods, 35.764870, -78.780840
Farmland Acres, 35.926250, -80.552000
Farmlife, 35.735160, -76.979400
Farmville, 35.595440, -77.585250
Farmville, 35.570710, -79.220020
Farmwood, 35.177920, -80.684510
Faro, 35.511550, -77.843870
Farrar, 35.895430, -77.542750
Farrington, 35.801810, -79.013900
Farrington Hills, 35.890420, -79.044180
Farrior Hills, 35.841820, -78.635840
Farrior Park, 35.700990, -77.904980
Faulkner Crossroads, 36.316260, -78.361940
Faust, 35.911220, -82.530140
Fawnbrook Circle Mobile Home, 34.041000, -78.209800
Fayetteville, 35.052660, -78.878360
Fearrington, 35.806540, -79.073340
Fearrington Village, 35.803760, -79.090290
Feezor, 35.688470, -80.268940
Feltonville, 35.683210, -78.833620
Fenix, 35.033220, -79.034750
Ferguson, 36.085690, -81.368430
Ferguson Mobile Home Park, 36.518500, -75.924300
Fernwood, 35.380120, -81.965380
Fernwood, 35.224560, -82.694850
Fero, 35.586790, -81.977600
Few, 35.933760, -78.888060
Fibreville, 35.540110, -82.848190
Fields, 35.283770, -77.730810
Fields of the Wood, 35.123410, -84.257420
Fieldsboro, 35.605720, -77.673860
Fieldstream, 36.181530, -78.977790
Fig, 36.452900, -81.604280
Figure Eight Island, 34.270730, -77.742760
Fillmore, 35.718770, -78.031380
Finch Mill, 35.762100, -77.996650
Fines Creek, 35.681210, -82.951530
Finger, 35.384860, -80.357840
Finlay Brook, 35.295670, -82.510120
Finley, 36.074300, -81.591770
Finley Park, 36.171520, -81.160080
Finns Island, 34.646830, -77.170510
Fipps Crossing, 34.294340, -78.826690
Fires Creek, 35.077030, -83.864070
Firestone, 35.287920, -80.869790
Fisher Creek, 35.403710, -83.196260
Fisher Park, 36.079860, -79.790030
Fisher Town, 35.494860, -80.663680
Fishing Creek, 36.132630, -81.065640
Fishing Island, 36.256530, -80.494780
Fitch, 36.323750, -79.361690
Fitzgerald, 36.533190, -79.673090
Five Forks, 36.228750, -80.594230
Five Forks, 36.437360, -79.020010
Five Forks, 34.471550, -79.200320
Five Forks, 35.575970, -80.617840
Five Forks, 36.513480, -78.043050
Five Oaks, 35.942920, -78.988070
Five Pines Island, 35.546550, -76.656320
Five Points, 35.714320, -77.924430
Five Points, 35.561830, -76.886610
Five Points, 35.452350, -81.666480
Five Points, 36.027360, -80.293110
Five Points, 35.962100, -78.291110
Five Points, 35.267620, -82.409560
Five Points, 35.016830, -79.360870
Five Points, 35.350160, -78.486950
Five Points, 34.952650, -79.789500
Five Points, 35.570970, -80.654510
Five Points, 35.595990, -78.758900
Flanner Beach, 34.983770, -76.948280
Flat Branch, 35.313490, -78.884470
Flat Branch, 36.413210, -76.699950
Flat Creek, 35.752890, -82.546520
Flat Gap, 35.720410, -81.571200
Flat Rock, 36.391260, -78.367770
Flat Rock, 35.271230, -82.441510
Flat Rock, 36.383470, -80.395330
Flat Rock, 36.512360, -80.569780
Flat Rock Forest, 35.277620, -82.442900
Flat Shoals, 36.365140, -80.243660
Flat Springs, 36.252070, -81.933730
Flat Top, 35.568450, -82.381510
Flatwood, 36.555680, -81.653450
Flay, 35.463190, -81.435920
Fleetwood, 36.306240, -81.513440
Fleetwood Estates, 35.313170, -82.517900
Fleetwood Plaza Condos, 35.311230, -82.522070
Fletcher, 35.430670, -82.501230
Flint Hill, 36.175140, -80.477830
Flint Hill, 35.478190, -79.914770
Flint Hill, 35.801800, -79.923650
Floods Chapel, 35.866270, -78.100550
Floral College, 34.778500, -79.318370
Florence, 35.144330, -76.631040
Florence, 36.025410, -79.958930
Florence Town, 36.077640, -79.316410
Flowers, 35.653770, -78.345000
Flowers Corner, 34.162670, -78.207780
Flows Store, 35.299030, -80.557570
Floytan Crossroads, 36.256260, -78.461110
Flying Elephant Ranch, 36.018750, -79.157240
Folkstone, 34.536560, -77.504130
Folly Fork, 36.485150, -76.577450
Fontana Village, 35.435640, -83.819060
Fonville, 35.290160, -78.769740
Footville, 36.060690, -80.702010
Forbush, 36.197920, -80.574230
Forest, 35.161550, -77.047170
Forest Acres, 35.911270, -77.528860
Forest Acres, 36.049030, -78.965010
Forest Brook, 35.203750, -81.157020
Forest City, 35.334010, -81.865100
Forest Drive, 35.377640, -80.181720
Forest Grove, 34.769050, -77.415800
Forest Grove, 36.300400, -81.807330
Forest Hill, 35.393220, -77.949150
Forest Hills, 35.746820, -77.948870
Forest Hills, 35.847910, -81.529260
Forest Hills, 36.144580, -80.248380
Forest Hills, 35.297320, -83.193480
Forest Hills, 35.593770, -77.362460
Forest Hills, 36.311800, -79.698360
Forest Hills, 35.218450, -82.735960
Forest Hills, 35.704040, -78.618620
Forest Hills, 36.041530, -79.397800
Forest Hills, 35.086550, -78.924190
Forest Hills, 35.501260, -79.195850
Forest Hills, 34.227950, -77.909990
Forest Hills, 35.680970, -80.475340
Forest Hills, 35.353180, -81.973720
Forest Hills, 34.962090, -80.560900
Forest Hills, 36.145410, -81.139810
Forest Hills Estates, 36.030410, -80.417000
Forest Homes, 35.135700, -80.732290
Forest Landing, 35.682930, -78.599730
Forest Oaks, 35.985990, -77.850260
Forest Oaks, 35.988190, -79.706140
Forest Park, 36.303210, -76.257990
Forest Pawtuckett, 35.260420, -80.905910
Forest Rawtucket, 35.267640, -80.944520
Forest Valley, 36.104580, -79.843090
Forest Valley Mobile Home Subdivision, 36.044300, -79.445580
Forestburg, 36.190990, -76.377990
Forestdale, 36.455970, -79.716140
Forestville, 35.961540, -78.518060
Fork, 35.880690, -80.445610
Fork Point Island, 35.495720, -77.019950
Forks of Ivy, 35.791780, -82.539020
Forrest Road Homes, 35.725710, -77.930820
Fort Barnwell, 35.291270, -77.334960
Fort Bragg, 35.139000, -79.006030
Fort Bragg  (historical), 35.137170, -79.002750
Fort Caswell, 33.892400, -78.020550
Fort Defiance, 36.017070, -81.495100
Fort Island, 36.393770, -76.852180
Fort Landing, 35.944600, -76.064090
Fort Raleigh City, 35.936560, -75.706840
Fortin Island, 34.779050, -76.412140
Foscoe, 36.161790, -81.765660
Foster, 35.397320, -83.182920
Foster Creek, 35.922610, -82.614030
Fountain, 35.674050, -77.639970
Fountain, 34.841000, -77.672750
Fountain Fork, 35.907100, -77.371360
Fountain Hill, 35.077650, -80.288400
Fountain Hill, 35.409890, -77.500800
Four Corners, 36.036250, -80.608120
Four Oaks, 35.444880, -78.426950
Four Seasons, 35.208480, -80.733120
Four Seasons, 36.056530, -80.155320
Fourth Ward, 35.231250, -80.843400
Fourway, 35.441000, -77.578580
Foushee, 36.292910, -79.653640
Fowler Crossroads, 35.030980, -80.538120
Fowler Landing, 34.682110, -78.348060
Fowlers Crossroads, 35.892650, -78.429170
Fox Chase Village Mobile Home Park, 35.120400, -77.087700
Fox Creek Mobile Home Park, 34.823100, -77.517700
Fox Hall, 36.124030, -80.322550
Fox Haven, 35.682360, -78.591000
Fox Hollow, 35.085720, -77.075780
Fox Hollow, 35.857380, -77.625250
Fox Meadows, 35.956530, -79.087230
Fox Ridge, 35.145930, -82.922360
Fox Run, 36.117910, -81.130920
Fox Run, 36.141250, -78.964450
Fox Run, 36.089580, -80.060320
Fox Run, 35.015700, -80.729510
Fox Run, 35.169870, -80.758680
Fox Run, 35.939880, -77.841370
Fox Run, 35.861540, -78.605560
Foxcroff, 35.733470, -80.284500
Foxcroft, 35.825150, -78.549450
Foxcroft, 35.166810, -80.818400
Foxcroft Apartments, 35.779580, -80.865910
Foxfire, 35.081830, -78.980310
Foxfire, 35.175430, -79.571430
Foxfire, 35.294610, -78.011100
Foxhorn Village, 34.784050, -77.388850
Foxlair, 34.740720, -76.929660
Foxtail Mobile Home Park, 35.319760, -77.653720
Foxwood, 35.361230, -82.501790
Fraizer Forest, 35.328450, -82.516790
Francis Mill, 36.135990, -77.108020
Francisco, 36.509030, -80.355890
Francktown, 34.913500, -77.509690
Frank, 36.070680, -82.002620
Franklin, 36.489300, -80.633680
Franklin, 35.182320, -83.381540
Franklin, 35.721250, -80.498950
Franklin Colony, 34.984590, -80.569230
Franklin Grove, 35.435650, -83.462940
Franklin Park, 35.230950, -82.726240
Franklinton, 36.101820, -78.458050
Franklinville, 35.743750, -79.692250
Frazier Crossroads, 35.875990, -78.136940
Fraziers Crossroads, 36.306540, -77.024960
Freeland, 34.107110, -78.537230
Freeman, 34.317110, -78.284170
Freeman Mill, 35.938190, -79.890310
Freewood Acres, 35.860970, -80.362000
Fremont, 35.545440, -77.974710
Friedburg, 35.994580, -80.294770
Friendly Acres, 36.114300, -79.854200
Friendly Homes, 36.080690, -79.821140
Friendship, 36.264030, -80.563950
Friendship, 35.075360, -84.192140
Friendship, 35.063500, -78.040270
Friendship, 36.092080, -79.953930
Friendship, 36.308470, -80.265880
Friendship, 35.698760, -78.899730
Friendswood, 36.070140, -79.896150
Frink Crossing, 34.321830, -78.893080
Frisco, 35.235180, -75.628490
Frog Island, 36.140440, -76.104370
Frog Level, 35.335400, -81.920660
Frog Level, 35.572110, -77.442190
Frog Pond, 35.273480, -80.316450
Frogsboro, 36.345420, -79.181960
Frohock Mill site, 35.834310, -80.604780
Frontis, 36.066250, -80.308380
Fruitland, 34.924600, -79.650330
Fruitland, 35.396510, -82.393170
Frying Pan, 35.802660, -76.103530
Fulcher Landing, 34.565440, -77.382740
Fulchertown, 35.122320, -83.358210
Fulford, 33.967670, -78.330000
Fulker Island (historical), 35.877950, -75.703790
Fuller Mill, 35.777910, -80.022540
Fullerdale, 35.815690, -80.094770
Fullerton Apartments, 35.301240, -81.522030
Fulp, 36.258750, -80.146990
Fulton Heights, 35.660700, -80.488670
Funston, 34.101000, -78.026940
Fuquay-Varina, 35.584320, -78.800010
Furches, 36.453460, -81.280930
Gaddysville, 34.448770, -79.223370
Gaineys Place, 34.955160, -79.345320
Galatia, 36.471540, -77.302470
Galilee Mission, 35.793220, -76.400210
Galloway Crossroads, 35.546270, -77.261630
Galloway Farms, 35.548500, -77.264130
Gamewell, 35.869300, -81.596210
Gamewell Heights, 35.864300, -81.616490
Garden Creek, 35.704570, -82.035940
Garden Homes, 36.109300, -79.838090
Garden Park, 35.282640, -80.861740
Gardner Park, 35.254310, -81.130910
Gardner Wood, 35.247920, -81.118690
Gardnerville, 35.389610, -77.298850
Garland, 34.786280, -78.394170
Garland Acres, 36.036810, -79.125570
Garlingtons Island, 36.300990, -76.019090
Garner, 35.711260, -78.614170
Garner Mobile Estates, 35.654880, -78.604450
Garners Store, 35.404870, -79.574200
Garren Hill, 35.187380, -79.501980
Garysburg, 36.450990, -77.558870
Gashes Creek, 35.566780, -82.495120
Gaston, 36.500430, -77.644980
Gastonia, 35.262080, -81.187300
Gates, 36.503490, -76.769120
Gatesville, 36.403490, -76.753010
Gatewood, 35.028200, -80.722850
Gatewood, 36.537080, -79.400300
Gay, 35.291490, -83.273200
Gaylord, 35.605720, -76.749100
Gaylords Island, 35.588500, -76.621600
Gela, 36.414590, -78.590000
Genlee, 35.870980, -78.891400
Genoa, 35.326270, -78.040270
Gentry Store, 36.460140, -78.920290
George, 36.322380, -77.230520
George Town Sands, 36.158500, -75.742130
George Washington Carver, 35.256830, -77.577470
Georges Mill (historical), 36.514580, -80.302830
Georgetown, 35.804870, -78.635000
Georgetown, 35.620940, -82.654300
Georgetown, 36.015140, -80.099490
Georgetown, 35.264610, -77.550520
Georgetown, 34.741270, -77.443020
Georgetown Condominiums, 35.824860, -80.272550
Georgeville, 35.314030, -80.459230
Gerard Landing, 35.424610, -76.963000
Germanton, 36.262920, -80.230880
Germantown, 35.431830, -76.462980
Gerton, 35.479280, -82.348170
Gethsemane, 36.079320, -77.656090
Ghio Scholl Station, 34.816820, -79.650890
Gibbton, 35.099050, -76.727710
Gibby Island, 35.013150, -83.791560
Gibson, 34.759050, -79.610610
Gibson Mill, 34.839050, -79.467270
Gibsontown, 35.527610, -82.821520
Gibsonville, 36.105690, -79.542250
Giddensville, 35.139050, -78.218330
Gidney Homes, 35.282630, -81.538980
Gilbert Green Apartments, 35.283460, -81.540370
Gilead, 35.452660, -76.984950
